"iid","pid","gender.iid","wave.iid","match.iid","samerace.iid","age_self.iid","gender.pid","wave.pid","match.pid","samerace.pid","age_self.pid","age_part","race_part","pref_part_att","pref_part_sin","pref_part_int","pref_part_fun","pref_part_amb","pref_part_sha","dec_part","part_att","part_sin","part_int","part_fun","part_amb","part_sha","part_lik","part_prob","part_met","age_self"
39,44,0,2,0,0,24,1,2,0,0,24,0,-1,5,-5,5,10,0,5,1,4,-2,-2,1,0,3,3,4,0,0
39,45,0,2,0,0,24,1,2,0,0,28,4,-1,5,-5,5,0,-15,10,0,1,2,-2,4,1,4,0,6,0,-4
39,46,0,2,0,0,24,1,2,0,0,26,2,-1,0,15,0,-5,-5,-5,0,-2,2,-2,0,1,NA,3,3,0,-2
39,47,0,2,1,0,24,1,2,1,0,30,6,-1,0,0,5,10,-10,-5,0,-2,2,-2,-3,0,-1,-2,1,0,-6
39,48,0,2,0,0,24,1,2,0,0,22,-2,-1,10,-5,5,10,-10,-10,-1,-5,0,-1,-1,0,-2,-3,0,0,2
39,49,0,2,0,0,24,1,2,0,0,25,1,1,0,0,0,5,-10,5,0,2,1,0,1,-5,NA,1,1,0,-1
39,50,0,2,0,0,24,1,2,0,0,27,3,-2,15,-10,0,0,-5,0,-1,NA,NA,NA,NA,NA,NA,1,NA,0,-3
39,51,0,2,0,0,24,1,2,0,0,23,-1,-1,5,-10,15,0,-15,5,0,-2,7,0,7,-1,NA,8,7,0,1
39,52,0,2,0,0,24,1,2,0,0,21,-3,-1,-5,0,-5,15,-10,5,-1,1,-3,-3,0,-2,NA,-1,0,0,3
39,53,0,2,0,0,24,1,2,0,0,28,4,-1,20,-5,0,-5,-10,0,-1,-3,1,-1,2,4,NA,-1,1,0,-4
39,54,0,2,0,0,24,1,2,0,0,28,4,-1,20,0,0,5,-15,-10,0,-1,0,-1,3,1,NA,1,2,NA,-4
39,55,0,2,0,0,24,1,2,0,0,23,-1,-2,0,5,5,-5,-5,0,0,-1,2,2,-1,3,NA,1,6,0,1
56,66,0,3,0,0,23,1,3,0,0,29,6,1,3,7,-3,0,36,5,1,5,0,4,4,7,2,4,1,0,-6
56,67,0,3,0,0,23,1,3,0,0,22,-1,4,3,-3,2,5,-12,-5,1,5,-1,-2,0,-2,-2,2,-1,0,1
56,68,0,3,0,0,23,1,3,0,0,27,4,-1,4,-1,4,5,-9,-2,0,3,-3,0,3,-1,1,3,-2,NA,-4
56,69,0,3,1,1,23,1,3,1,1,28,5,0,33,-8,12,-5,-17,-15,0,2,-5,-3,2,-2,NA,0,-2,0,-5
56,70,0,3,1,1,23,1,3,1,1,26,3,0,8,-8,2,5,-2,-5,0,4,-1,-2,-2,-3,-2,-1,-6,0,-3
56,71,0,3,0,1,23,1,3,0,1,21,-2,0,43,-3,-18,0,-17,-5,1,6,-2,0,4,2,-1,3,-9,0,2
56,72,0,3,0,1,23,1,3,0,1,22,-1,0,4,2,1,5,-7,-5,1,4,-2,2,2,2,1,3,-3,0,1
56,73,0,3,0,1,23,1,3,0,1,22,-1,0,13,-8,2,15,-17,-5,-1,3,-3,-3,-3,-5,-2,-1,-3,0,1
56,74,0,3,0,1,23,1,3,0,1,25,2,0,13,-18,12,15,-7,-15,0,5,0,1,5,5,3,4,-2,0,-2
56,75,0,3,0,0,23,1,3,0,0,24,1,4,3,2,2,5,-7,-5,1,5,-4,-3,5,-2,2,3,-1,0,-1
57,66,0,3,0,0,22,1,3,0,0,29,7,1,10,5,-5,-5,38,5,0,-4,0,0,-1,-1,-2,-3,-2,0,-7
57,67,0,3,0,0,22,1,3,0,0,22,0,4,10,-5,0,0,-10,-5,0,-3,2,-1,-2,-4,0,0,-4,0,0
57,68,0,3,0,0,22,1,3,0,0,27,5,-1,11,-3,2,0,-7,-2,0,-2,0,-3,-2,-2,-3,-4,-7,0,-5
57,69,0,3,0,1,22,1,3,0,1,28,6,0,40,-10,10,-10,-15,-15,0,-5,-1,0,-3,-4,NA,-5,-5,0,-6
57,70,0,3,0,1,22,1,3,0,1,26,4,0,15,-10,0,0,0,-5,-1,-3,-2,-3,-5,-5,-6,-3,-6,0,-4
57,71,0,3,1,1,22,1,3,1,1,21,-1,0,50,-5,-20,-5,-15,-5,0,-4,0,-1,-2,0,-1,1,-4,0,1
57,72,0,3,0,1,22,1,3,0,1,22,0,0,11,0,-1,0,-5,-5,-1,-5,-2,-2,-3,-2,-2,-2,-1,0,0
57,73,0,3,0,1,22,1,3,0,1,22,0,0,20,-10,0,10,-15,-5,-1,-4,-2,-4,-4,-4,-4,-3,-1,0,0
57,74,0,3,0,1,22,1,3,0,1,25,3,0,20,-20,10,10,-5,-15,0,-1,-3,-4,-2,-3,-5,-4,-6,-1,-3
57,75,0,3,0,0,22,1,3,0,0,24,2,4,10,0,0,0,-5,-5,1,-2,0,-3,-4,-4,-2,-2,-3,0,-2
58,66,0,3,0,0,NA,1,3,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,-1,NA,1,3,2,-3,NA,NA
58,67,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,68,0,3,0,0,NA,1,3,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,0,-4,-2,-2,1,2,-8,0,NA
58,69,0,3,0,0,NA,1,3,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,-1,-4,-1,-5,-7,-4,-7,-7,-8,0,NA
58,70,0,3,0,0,NA,1,3,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-3,-2,-1,-3,2,1,-7,0,NA
58,71,0,3,1,0,NA,1,3,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,-3,3,0,-1,-1,-7,0,NA
58,72,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-2,-2,1,1,2,0,-4,0,NA
58,73,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,-1,-1,-2,1,0,-4,0,NA
58,74,0,3,1,0,NA,1,3,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,-2,4,-3,4,2,-2,0,NA
58,75,0,3,0,0,NA,1,3,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,-3,1,3,1,2,-3,0,NA
59,66,0,3,0,0,NA,1,3,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,67,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,68,0,3,0,0,NA,1,3,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,-3,2,-5,0,2,-3,0,NA
59,69,0,3,0,0,NA,1,3,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,4,0,0,NA,0,0,-4,0,NA
59,70,0,3,0,0,NA,1,3,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,71,0,3,0,0,NA,1,3,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,72,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,7,3,3,1,3,-1,0,NA
59,73,0,3,0,0,NA,1,3,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,74,0,3,0,0,NA,1,3,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,4,2,-2,2,3,-1,0,NA
59,75,0,3,0,0,NA,1,3,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,66,0,3,1,0,29,1,3,1,0,29,0,-3,15,5,-10,0,38,0,0,-4,-2,-3,3,NA,NA,-2,1,0,0
60,67,0,3,0,1,29,1,3,0,1,22,-7,0,15,-5,-5,5,-10,-10,0,-1,-4,-5,7,NA,3,2,3,0,7
60,68,0,3,0,0,29,1,3,0,0,27,-2,-5,16,-3,-3,5,-7,-7,0,-2,5,-4,3,5,3,2,4,0,2
60,69,0,3,0,0,29,1,3,0,0,28,-1,-4,45,-10,5,-5,-15,-20,-1,-5,-2,-3,-5,NA,NA,-6,-3,0,1
60,70,0,3,0,0,29,1,3,0,0,26,-3,-4,20,-10,-5,5,0,-10,0,0,-4,-4,0,-2,-3,1,0,0,3
60,71,0,3,0,0,29,1,3,0,0,21,-8,-4,55,-5,-25,0,-15,-10,0,2,-2,-4,5,-2,-1,-1,-1,0,8
60,72,0,3,0,0,29,1,3,0,0,22,-7,-4,16,0,-6,5,-5,-10,0,-5,4,-1,5,4,2,2,5,0,7
60,73,0,3,0,0,29,1,3,0,0,22,-7,-4,25,-10,-5,15,-15,-10,-1,-3,-3,-4,-3,NA,1,-3,3,0,7
60,74,0,3,0,0,29,1,3,0,0,25,-4,-4,25,-20,5,15,-5,-20,-1,-3,-2,-2,-2,-3,-3,-3,-7,0,4
60,75,0,3,0,1,29,1,3,0,1,24,-5,0,15,0,-5,5,-5,-10,1,3,-4,-3,1,NA,0,-2,2,0,5
61,66,0,3,0,0,28,1,3,0,0,29,1,1,5,10,-5,0,38,0,0,-2,-2,NA,-3,-2,2,-1,2,0,-1
61,67,0,3,0,0,28,1,3,0,0,22,-6,4,5,0,0,5,-10,-10,0,-6,-2,-2,-4,-4,-1,-4,1,0,6
61,68,0,3,0,0,28,1,3,0,0,27,-1,-1,6,2,2,5,-7,-7,0,-3,-1,-2,-2,-3,-4,0,-3,0,1
61,69,0,3,0,1,28,1,3,0,1,28,0,0,35,-5,10,-5,-15,-20,-1,-6,0,0,-4,-2,-2,-4,0,0,0
61,70,0,3,0,1,28,1,3,0,1,26,-2,0,10,-5,0,5,0,-10,0,-1,3,3,-1,-3,1,1,0,0,2
61,71,0,3,1,1,28,1,3,1,1,21,-7,0,45,0,-20,0,-15,-10,0,0,-3,0,-1,-1,-3,2,-4,0,7
61,72,0,3,0,1,28,1,3,0,1,22,-6,0,6,5,-1,5,-5,-10,0,-2,1,-1,-3,-2,0,0,3,0,6
61,73,0,3,0,1,28,1,3,0,1,22,-6,0,15,-5,0,15,-15,-10,0,-3,2,0,-5,-3,1,-1,1,NA,6
61,74,0,3,0,1,28,1,3,0,1,25,-3,0,15,-15,10,15,-5,-20,0,0,1,2,-1,1,3,0,1,0,3
61,75,0,3,1,0,28,1,3,1,0,24,-4,4,5,5,0,5,-5,-10,0,0,-1,0,-2,-3,2,-1,2,0,4
62,66,0,3,0,1,26,1,3,0,1,29,3,0,-10,15,-5,-5,43,10,1,3,1,1,1,-1,-1,2,-2,0,-3
62,67,0,3,1,0,26,1,3,1,0,22,-4,3,-10,5,0,0,-5,0,0,2,1,1,1,2,2,2,2,0,4
62,68,0,3,0,0,26,1,3,0,0,27,1,-2,-9,7,2,0,-2,3,1,2,0,-1,0,-1,-2,1,-2,0,-1
62,69,0,3,1,0,26,1,3,1,0,28,2,-1,20,0,10,-10,-10,-10,0,0,-2,0,-2,-1,NA,-1,-4,0,-2
62,70,0,3,0,0,26,1,3,0,0,26,0,-1,-5,0,0,0,5,0,0,1,-1,-1,-2,-2,0,0,-5,0,0
62,71,0,3,0,0,26,1,3,0,0,21,-5,-1,30,5,-20,-5,-10,0,0,3,-2,0,3,-2,NA,1,-8,0,5
62,72,0,3,0,0,26,1,3,0,0,22,-4,-1,-9,10,-1,0,0,0,1,0,0,1,1,0,0,0,-2,NA,4
62,73,0,3,0,0,26,1,3,0,0,22,-4,-1,0,0,0,10,-10,0,1,0,-1,-1,-1,-4,-2,0,-2,0,4
62,74,0,3,1,0,26,1,3,1,0,25,-1,-1,0,-10,10,10,0,-10,0,4,1,1,2,0,0,2,-1,0,1
62,75,0,3,0,0,26,1,3,0,0,24,-2,3,-10,10,0,0,0,0,1,-1,-2,-2,-2,-3,-1,0,-2,0,2
63,66,0,3,0,0,24,1,3,0,0,29,5,-1,15,10,-30,-10,53,10,-1,0,-1,0,0,2,2,-1,1,0,-5
63,67,0,3,1,0,24,1,3,1,0,22,-2,2,15,0,-25,-5,5,0,0,-2,-2,-2,0,0,0,-2,0,0,2
63,68,0,3,0,0,24,1,3,0,0,27,3,-3,16,2,-23,-5,8,3,-1,-3,0,-1,1,0,-2,0,2,0,-3
63,69,0,3,0,0,24,1,3,0,0,28,4,-2,45,-5,-15,-15,0,-10,-1,-5,-1,0,2,3,NA,-1,-2,0,-4
63,70,0,3,0,0,24,1,3,0,0,26,2,-2,20,-5,-25,-5,15,0,-1,-1,1,0,-1,-3,-1,-1,-2,0,-2
63,71,0,3,0,0,24,1,3,0,0,21,-3,-2,55,0,-45,-10,0,0,0,5,-3,1,4,NA,NA,4,-1,0,3
63,72,0,3,0,0,24,1,3,0,0,22,-2,-2,16,5,-26,-5,10,0,0,2,0,3,2,0,5,5,3,0,2
63,73,0,3,0,0,24,1,3,0,0,22,-2,-2,25,-5,-25,5,0,0,0,0,3,2,1,-1,0,-1,6,0,2
63,74,0,3,0,0,24,1,3,0,0,25,1,-2,25,-15,-15,5,10,-10,0,4,0,-1,0,-5,2,1,-2,0,-1
63,75,0,3,0,0,24,1,3,0,0,24,0,2,15,5,-25,-5,10,0,0,2,-1,2,5,3,3,2,0,0,0
64,66,0,3,0,0,27,1,3,0,0,29,2,-1,10,0,-10,5,43,0,-1,-3,-1,-2,-1,-4,-1,-3,0,0,-2
64,67,0,3,0,0,27,1,3,0,0,22,-5,2,10,-10,-5,10,-5,-10,-1,-1,-1,1,0,2,1,0,0,0,5
64,68,0,3,0,0,27,1,3,0,0,27,0,-3,11,-8,-3,10,-2,-7,0,-1,-1,-1,-1,2,-1,0,-2,0,0
64,69,0,3,0,0,27,1,3,0,0,28,1,-2,40,-15,5,0,-10,-20,-1,-3,-1,0,-2,5,-3,-3,-2,0,-1
64,70,0,3,0,0,27,1,3,0,0,26,-1,-2,15,-15,-5,10,5,-10,0,1,0,1,0,-2,1,1,-1,0,1
64,71,0,3,0,0,27,1,3,0,0,21,-6,-2,50,-10,-25,5,-10,-10,-1,2,1,3,4,1,0,0,-4,0,6
64,72,0,3,0,0,27,1,3,0,0,22,-5,-2,11,-5,-6,10,0,-10,-1,0,1,1,-2,1,0,-1,1,0,5
64,73,0,3,0,0,27,1,3,0,0,22,-5,-2,20,-15,-5,20,-10,-10,-1,-3,1,-1,0,0,1,-2,-2,NA,5
64,74,0,3,0,0,27,1,3,0,0,25,-2,-2,20,-25,5,20,0,-20,1,2,1,1,4,0,4,3,3,0,2
64,75,0,3,1,0,27,1,3,1,0,24,-3,2,10,-5,-5,10,0,-10,0,-2,0,-1,0,-2,0,0,2,0,3
65,66,0,3,0,0,23,1,3,0,0,29,6,-3,3,8,-2,-2,36,5,1,2,1,0,1,-2,2,2,1,0,-6
65,67,0,3,0,1,23,1,3,0,1,22,-1,0,3,-2,3,3,-12,-5,1,1,-1,0,1,0,1,0,0,0,1
65,68,0,3,0,0,23,1,3,0,0,27,4,-5,4,0,5,3,-9,-2,0,-1,0,-1,0,-2,-3,0,0,0,-4
65,69,0,3,0,0,23,1,3,0,0,28,5,-4,33,-7,13,-7,-17,-15,0,-2,-1,-2,1,-2,-4,-1,-2,0,-5
65,70,0,3,0,0,23,1,3,0,0,26,3,-4,8,-7,3,3,-2,-5,0,0,0,-1,0,0,2,1,-2,0,-3
65,71,0,3,0,0,23,1,3,0,0,21,-2,-4,43,-2,-17,-2,-17,-5,1,3,1,2,4,1,1,2,-3,0,2
65,72,0,3,0,0,23,1,3,0,0,22,-1,-4,4,3,2,3,-7,-5,0,-2,0,0,0,0,0,1,2,0,1
65,73,0,3,0,0,23,1,3,0,0,22,-1,-4,13,-7,3,13,-17,-5,0,-1,1,0,-1,-2,0,0,-1,0,1
65,74,0,3,0,0,23,1,3,0,0,25,2,-4,13,-17,13,13,-7,-15,0,0,2,1,2,-2,1,0,-3,0,-2
65,75,0,3,0,1,23,1,3,0,1,24,1,0,3,3,3,3,-7,-5,1,1,-1,-1,2,-2,0,1,3,0,-1
