"iid","gender","wave","pid","match","samerace","age_part","race_part","pref_part_att","pref_part_sin","pre_part_int","pre_part_fun","pre_part_amb","pre_part_sha","dec_part","part_att","part_sin","part_int","part_fun","part_amb","part_sha","part_lik","part_prob","part_met","age_self"
42,1,2,22,0,0,27,1,20,20,20,10,10,20,0,5,6,6,5,6,3,3,2,2,23
42,1,2,23,0,1,21,4,10,20,40,10,10,10,1,6,6,7,6,6,6,6.5,5,2,23
42,1,2,24,0,0,27,2,10,20,20,15,20,15,0,6,8,NA,7,NA,NA,7,5,2,23
42,1,2,25,0,0,25,2,20,20,15,15,15,15,0,6,7,8,7,9,7,7,5,2,23
42,1,2,26,0,0,23,2,20,20,20,15,15,10,0,2,5,5,3,7,3,3,2,2,23
42,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,4,6,2,6,1,2,2,2,23
42,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,3,5,8,5,8,3,3,3,2,23
42,1,2,29,0,0,22,2,20,22,18,15,15,10,0,6,8,7,5,5,NA,6,3,2,23
42,1,2,30,0,0,23,2,10,20,20,20,20,10,0,6,7,8,7,8,7,8,6,2,23
42,1,2,31,0,0,24,2,35,10,20,20,10,5,0,4,5,6,5,6,4,5,3,NA,23
42,1,2,32,0,1,27,4,50,0,50,0,0,0,0,5,6,6,7,8,NA,6,5,2,23
42,1,2,33,0,0,30,2,30,20,30,10,0,10,0,6,8,6,6,6,5,5,3,2,23
42,1,2,34,0,1,21,4,30,5,30,15,15,5,0,5,4,5,6,7,6,5,5,2,23
42,1,2,35,0,0,25,2,20,23,23,22,7,5,0,6,8,9,8,7,9,8,6,2,23
42,1,2,36,0,0,26,2,20,25,20,15,15,5,0,2,2,4,1,5,1,2,3,2,23
42,1,2,37,0,0,27,2,10,10,30,25,10,15,1,4,4,6,7,5,4,4,5,2,23
42,1,2,38,0,0,23,1,50,10,20,10,10,0,0,8,8,10,7,7,7,8,1,2,23
42,1,2,39,0,0,24,3,20,20,20,15,15,10,1,5,5,9,7,9,NA,6.5,6,2,23
43,1,2,21,0,0,21,4,12,18,20,16,16,18,0,5,8,8,4,9,3,6,1,2,24
43,1,2,22,0,0,27,1,20,20,20,10,10,20,0,5,7,7,5,7,3,4,3,2,24
43,1,2,23,1,0,21,4,10,20,40,10,10,10,1,5,7,8,6,6,7,7,6,2,24
43,1,2,24,0,1,27,2,10,20,20,15,20,15,0,7,8,8,8,NA,NA,7,5,2,24
43,1,2,25,0,1,25,2,20,20,15,15,15,15,0,4,5,10,4,10,4,4,5,2,24
43,1,2,26,0,1,23,2,20,20,20,15,15,10,0,2,6,7,1,7,2,2,3,2,24
43,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,6,7,6,4,3,2,3,1,24
43,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,5,4,4,3,3,4.5,2,24
43,1,2,29,0,1,22,2,20,22,18,15,15,10,0,5,7,5,3,5,NA,5,4,NA,24
43,1,2,30,0,1,23,2,10,20,20,20,20,10,0,4,6,6,5,7,6,6,5,2,24
43,1,2,31,0,1,24,2,35,10,20,20,10,5,0,4,5,6,5,5,5,5,4,2,24
43,1,2,32,0,0,27,4,50,0,50,0,0,0,0,5,7,7,6,9,5,5,3,2,24
43,1,2,33,0,1,30,2,30,20,30,10,0,10,1,5,7,7,5,7,5,6,3,2,24
43,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,4,6,4,6,NA,5,4,2,24
43,1,2,35,0,1,25,2,20,23,23,22,7,5,0,6,8,8,8,7,7,8,8,2,24
43,1,2,36,0,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,6,2,24
43,1,2,37,0,1,27,2,10,10,30,25,10,15,0,4,7,8,2,6,2,3,2,2,24
43,1,2,38,0,0,23,1,50,10,20,10,10,0,0,3,7,10,4,8,2,5,1,2,24
43,1,2,39,0,0,24,3,20,20,20,15,15,10,1,7,9,8,7,6,5,8,7,2,24
44,1,2,21,0,0,21,4,12,18,20,16,16,18,0,7,7,8,5,7,2,6,1,2,24
44,1,2,22,1,0,27,1,20,20,20,10,10,20,1,6,8,8,7,7,6,6,6,2,24
44,1,2,23,1,0,21,4,10,20,40,10,10,10,1,7,7,7,6,6,9,9,10,1,24
44,1,2,24,0,1,27,2,10,20,20,15,20,15,0,5,8,8,NA,8,6,7,7,2,24
44,1,2,25,0,1,25,2,20,20,15,15,15,15,0,6,7,9,7,9,3,5,4,2,24
44,1,2,26,0,1,23,2,20,20,20,15,15,10,0,3,8,7,6,6,4,5,4,2,24
44,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,3,4,2,2,1,1,4,2,24
44,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,7,4,5,2,2,4,2,24
44,1,2,29,1,1,22,2,20,22,18,15,15,10,1,8,6,7,3,7,2,6,4,2,24
44,1,2,30,0,1,23,2,10,20,20,20,20,10,0,6,9,7,5,6,3,7,4,2,24
44,1,2,31,0,1,24,2,35,10,20,20,10,5,0,4,6,7,5,8,5,5,4,2,24
44,1,2,32,0,0,27,4,50,0,50,0,0,0,0,5,7,9,5,4,6,6,3,2,24
44,1,2,33,0,1,30,2,30,20,30,10,0,10,0,5,6,6,2,5,7,4,2,2,24
44,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,6,5,4,5,3,5,4,2,24
44,1,2,35,0,1,25,2,20,23,23,22,7,5,0,5,8,7,7,7,5,6,6,2,24
44,1,2,36,0,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,5,NA,24
44,1,2,37,1,1,27,2,10,10,30,25,10,15,1,7,6,8,6,9,6,7,7,2,24
44,1,2,38,0,0,23,1,50,10,20,10,10,0,0,5,10,7,4,5,7,5,1,2,24
44,1,2,39,0,0,24,3,20,20,20,15,15,10,0,4,7,7,4,5,1,2,1,2,24
45,1,2,21,0,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,4,5,2,2,28
45,1,2,22,1,0,27,1,20,20,20,10,10,20,1,6,7,7,4,6,6,6,6,2,28
45,1,2,23,1,0,21,4,10,20,40,10,10,10,1,6,7,7,6,7,5,7,5,2,28
45,1,2,24,0,1,27,2,10,20,20,15,20,15,0,7,7,8,NA,8,NA,8,6,2,28
45,1,2,25,0,1,25,2,20,20,15,15,15,15,0,6,8,7,5,8,7,7,5,2,28
45,1,2,26,0,1,23,2,20,20,20,15,15,10,0,4,7,6,1,4,3,2,2,2,28
45,1,2,27,0,0,22,3,17,10,18,20,25,10,0,3,6,6,4,5,1,1,2,2,28
45,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,5,3,3,3,3,3,2,28
45,1,2,29,1,1,22,2,20,22,18,15,15,10,1,6,8,7,4,7,2,6,4,2,28
45,1,2,30,0,1,23,2,10,20,20,20,20,10,0,4,5,5,2,6,5,4,3,2,28
45,1,2,31,0,1,24,2,35,10,20,20,10,5,0,4,5,7,3,6,4,5,4,2,28
45,1,2,32,0,0,27,4,50,0,50,0,0,0,0,8,8,9,5,9,6,8,5,2,28
45,1,2,33,0,1,30,2,30,20,30,10,0,10,0,6,6,7,3,7,3,5,2,2,28
45,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,5,6,5,6,5,5,3,2,28
45,1,2,35,1,1,25,2,20,23,23,22,7,5,1,7,8,9,7,8,9,8,8,2,28
45,1,2,36,0,1,26,2,20,25,20,15,15,5,0,2,2,5,2,8,4,3,5,2,28
45,1,2,37,0,1,27,2,10,10,30,25,10,15,0,6,4,7,4,5,2,4,3,2,28
45,1,2,38,0,0,23,1,50,10,20,10,10,0,0,6,6,8,3,8,3,4,1,2,28
45,1,2,39,0,0,24,3,20,20,20,15,15,10,0,4,5,7,1,5,1,5,1,2,28
46,1,2,21,0,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,5,8,2,2,26
46,1,2,22,0,0,27,1,20,20,20,10,10,20,1,8,7,7,7,6,7,7,4,2,26
46,1,2,23,0,0,21,4,10,20,40,10,10,10,1,7,6,7,7,7,6,7,5,2,26
46,1,2,24,0,1,27,2,10,20,20,15,20,15,1,9,8,7,8,NA,8,8,7,2,26
46,1,2,25,0,1,25,2,20,20,15,15,15,15,0,7,8,8,6,10,6,8,7,2,26
46,1,2,26,0,1,23,2,20,20,20,15,15,10,0,7,4,5,6,5,4,6,5,2,26
46,1,2,27,1,0,22,3,17,10,18,20,25,10,1,8,7,6,6,4,4,6,5,2,26
46,1,2,28,1,1,26,2,NA,NA,NA,NA,NA,NA,1,7,8,8,8,5,9,7.5,6.5,2,26
46,1,2,29,0,1,22,2,20,22,18,15,15,10,1,8,6,6,5,NA,NA,7,4,2,26
46,1,2,30,0,1,23,2,10,20,20,20,20,10,0,8,7,7,7,5,5,7,6,2,26
46,1,2,31,0,1,24,2,35,10,20,20,10,5,0,9,6,7,7,6,5,7,4,2,26
46,1,2,32,0,0,27,4,50,0,50,0,0,0,0,8,9,8,NA,8,7,8,5,2,26
46,1,2,33,0,1,30,2,30,20,30,10,0,10,0,8,7,9,5,6,4,6,2,2,26
46,1,2,34,1,0,21,4,30,5,30,15,15,5,1,9,8,9,7,8,NA,8,8,2,26
46,1,2,35,1,1,25,2,20,23,23,22,7,5,1,8,8,9,9,8,10,8,8,2,26
46,1,2,36,0,1,26,2,20,25,20,15,15,5,0,2,5,4,3,4,2,3,5,2,26
46,1,2,37,0,1,27,2,10,10,30,25,10,15,1,8,5,9,7,6,5,6,6,2,26
46,1,2,38,0,0,23,1,50,10,20,10,10,0,0,10,6,6,9,5,3,6,2,2,26
46,1,2,39,0,0,24,3,20,20,20,15,15,10,0,8,6,9,9,6,NA,5,2,2,26
47,1,2,21,0,0,21,4,12,18,20,16,16,18,0,4,7,7,4,7,3,5,1,2,30
47,1,2,22,0,0,27,1,20,20,20,10,10,20,0,5,7,7,6,6,5,5,4,2,30
47,1,2,23,0,0,21,4,10,20,40,10,10,10,0,5,6,7,6,6,6,6,5,2,30
47,1,2,24,0,1,27,2,10,20,20,15,20,15,0,5,7,7,7,7,7,7,7,2,30
47,1,2,25,0,1,25,2,20,20,15,15,15,15,0,3,8,9,8,10,5,8,4,2,30
47,1,2,26,0,1,23,2,20,20,20,15,15,10,0,3,7,6,4,6,2,2,2,2,30
47,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,4,5,4,4,4,3,5,2,30
47,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,6,5,4,3,2,5,2,30
47,1,2,29,0,1,22,2,20,22,18,15,15,10,0,5,6,6,7,6,NA,6,4,2,30
47,1,2,30,0,1,23,2,10,20,20,20,20,10,0,5,5,5,7,7,6,8,6,2,30
47,1,2,31,0,1,24,2,35,10,20,20,10,5,0,2,3,4,2,6,2,4,3,2,30
47,1,2,32,0,0,27,4,50,0,50,0,0,0,0,7,9,8,7,8,8,6,5,2,30
47,1,2,33,0,1,30,2,30,20,30,10,0,10,0,4,5,6,7,7,4,6,2,2,30
47,1,2,34,0,0,21,4,30,5,30,15,15,5,0,3,3,5,3,5,3,5,4,2,30
47,1,2,35,0,1,25,2,20,23,23,22,7,5,0,5,6,8,8,7,8,6,8,2,30
47,1,2,36,0,1,26,2,20,25,20,15,15,5,0,1,3,5,1,2,1,1,6,1,30
47,1,2,37,0,1,27,2,10,10,30,25,10,15,0,3,5,7,6,6,6,5,5,2,30
47,1,2,38,0,0,23,1,50,10,20,10,10,0,0,7,9,7,7,4,3,8,2,2,30
47,1,2,39,1,0,24,3,20,20,20,15,15,10,1,5,5,8,8,5,7,7,5,2,30
48,1,2,21,0,0,21,4,12,18,20,16,16,18,0,7,7,7,5,6,3,6,1,2,22
48,1,2,22,0,0,27,1,20,20,20,10,10,20,1,7,7,7,7,7,6,7,4,2,22
48,1,2,23,0,0,21,4,10,20,40,10,10,10,0,6,6,6,8,6,5,6,5,2,22
48,1,2,24,0,1,27,2,10,20,20,15,20,15,0,7,7,7,8,7,NA,7,6,2,22
48,1,2,25,0,1,25,2,20,20,15,15,15,15,0,7,8,8,8,6,6,7,6,2,22
48,1,2,26,0,1,23,2,20,20,20,15,15,10,0,6,5,5,7,6,3,4,4,2,22
48,1,2,27,0,0,22,3,17,10,18,20,25,10,0,4,6,4,5,6,7,3,1,2,22
48,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,6,6,5,6,4,4,4,4,2,22
48,1,2,29,0,1,22,2,20,22,18,15,15,10,1,8,7,8,8,8,6,8,5,2,22
48,1,2,30,0,1,23,2,10,20,20,20,20,10,0,7,7,5,7,5,7,8,7,2,22
48,1,2,31,1,1,24,2,35,10,20,20,10,5,1,8,9,8,8,8,8,8,8,2,22
48,1,2,32,0,0,27,4,50,0,50,0,0,0,0,7,8,7,9,6,4,7,2,2,22
48,1,2,33,0,1,30,2,30,20,30,10,0,10,1,8,7,6,6,7,8,7,3,2,22
48,1,2,34,0,0,21,4,30,5,30,15,15,5,0,5,4,3,3,2,2,4,4,2,22
48,1,2,35,0,1,25,2,20,23,23,22,7,5,1,8,8,7,8,7,6,7,7,2,22
48,1,2,36,0,1,26,2,20,25,20,15,15,5,0,3,1,2,2,2,3,2,5,2,22
48,1,2,37,0,1,27,2,10,10,30,25,10,15,1,8,5,6,9,4,6,7,6,2,22
48,1,2,38,0,0,23,1,50,10,20,10,10,0,1,8,6,5,8,5,3,8,4,2,22
48,1,2,39,0,0,24,3,20,20,20,15,15,10,1,8,5,6,7,5,5,7,3,2,22
49,1,2,21,0,1,21,4,12,18,20,16,16,18,1,9,9,10,9,9,8,9,5,2,25
49,1,2,22,0,0,27,1,20,20,20,10,10,20,0,6,7,7,5,7,4,5,3,2,25
49,1,2,23,0,1,21,4,10,20,40,10,10,10,1,7,7,6,7,6,7,8,6,2,25
49,1,2,24,0,0,27,2,10,20,20,15,20,15,0,6,NA,NA,8,NA,6,6,5,2,25
49,1,2,25,0,0,25,2,20,20,15,15,15,15,0,8,8,9,8,9,8,9,8,2,25
49,1,2,26,0,0,23,2,20,20,20,15,15,10,0,5,8,8,7,7,6,5,5,2,25
49,1,2,27,0,0,22,3,17,10,18,20,25,10,0,4,5,4,5,6,NA,2,3,2,25
49,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,3,5,7,5.5,5,4,4,3,2,25
49,1,2,29,0,0,22,2,20,22,18,15,15,10,0,7,5,6,8,6,4,5,6,2,25
49,1,2,30,1,0,23,2,10,20,20,20,20,10,1,8,7,7,7,7,7,9,7,1,25
49,1,2,31,1,0,24,2,35,10,20,20,10,5,1,7,8,8,6,7,5,7,8,2,25
49,1,2,32,0,1,27,4,50,0,50,0,0,0,0,6,8,9,9,6,6,7,5,2,25
49,1,2,33,0,0,30,2,30,20,30,10,0,10,0,6,7,8,5,7,5,7,2,2,25
49,1,2,34,1,1,21,4,30,5,30,15,15,5,1,7,8,8,7,8,6,7,7,2,25
49,1,2,35,1,0,25,2,20,23,23,22,7,5,1,7,9,9,9,9,10,8,8,2,25
49,1,2,36,1,0,26,2,20,25,20,15,15,5,1,4,5,8,8,10,8,8,5,1,25
49,1,2,37,0,0,27,2,10,10,30,25,10,15,0,6,5,5,4,4,4,3,3,2,25
49,1,2,38,1,0,23,1,50,10,20,10,10,0,1,9,9,9,8,5,3,7,2,2,25
49,1,2,39,0,0,24,3,20,20,20,15,15,10,0,5,7,7,7,9,NA,6,3,2,25
50,1,2,21,0,0,21,4,12,18,20,16,16,18,0,5,7,7,7,7,6,6,1,2,27
50,1,2,22,0,1,27,1,20,20,20,10,10,20,1,5,6,7,7,7,7,6,6,2,27
50,1,2,23,0,0,21,4,10,20,40,10,10,10,1,6,6,7,8,8,7,7,5,2,27
50,1,2,24,0,0,27,2,10,20,20,15,20,15,0,6,8,NA,8,NA,NA,7,7,2,27
50,1,2,25,0,0,25,2,20,20,15,15,15,15,0,9,8,9,8,10,7,8,7,2,27
50,1,2,26,0,0,23,2,20,20,20,15,15,10,0,7,6,6,7,6,6,8,5,2,27
50,1,2,27,1,0,22,3,17,10,18,20,25,10,1,6,5,6,7,8,4,4,4,2,27
50,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,5,8,9,5,8,6,3,5,2,27
50,1,2,29,0,0,22,2,20,22,18,15,15,10,1,7,7,7,7,7,NA,7,5,2,27
50,1,2,30,0,0,23,2,10,20,20,20,20,10,1,7,7,8,8,7,7,8,4,2,27
50,1,2,31,1,0,24,2,35,10,20,20,10,5,1,9,7,8,9,8,8,9,9,1,27
50,1,2,32,0,0,27,4,50,0,50,0,0,0,0,7,8,8,9,8,4,6,3,2,27
50,1,2,33,0,0,30,2,30,20,30,10,0,10,1,7,9,7,7,10,5,7,3,2,27
50,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,4,6,6,7,4,5,5,2,27
50,1,2,35,1,0,25,2,20,23,23,22,7,5,1,6,8,8,10,8,9,8,10,2,27
50,1,2,36,0,0,26,2,20,25,20,15,15,5,0,5,4,8,5,8,3,5,3,2,27
50,1,2,37,0,0,27,2,10,10,30,25,10,15,1,6,3,6,8,4,4,5,4,2,27
50,1,2,38,1,1,23,1,50,10,20,10,10,0,1,8,8,8,9,9,7,7,6,1,27
50,1,2,39,0,0,24,3,20,20,20,15,15,10,1,5,6,8,10,8,NA,7,5,2,27
51,1,2,21,0,0,21,4,12,18,20,16,16,18,0,7,4,6,4,4,2,2,1,2,23
51,1,2,22,0,0,27,1,20,20,20,10,10,20,0,3,4,5,4,4,2,2,1,2,23
51,1,2,23,0,0,21,4,10,20,40,10,10,10,0,7,6,5,4,4,4,6,4,2,23
51,1,2,24,0,1,27,2,10,20,20,15,20,15,0,6,6,8,7,8,NA,7,7,2,23
51,1,2,25,0,1,25,2,20,20,15,15,15,15,0,6,5,8,7,10,8,6,7,2,23
51,1,2,26,0,1,23,2,20,20,20,15,15,10,0,6,7,6,5,6,6,6,4,2,23
51,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,2,6,1,6,2,2,3,2,23
51,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,1,5,4.5,6,4,5.5,6,4.5,4.5,2,23
51,1,2,29,0,1,22,2,20,22,18,15,15,10,1,6,7,7,4,6,6,6,5,2,23
51,1,2,30,0,1,23,2,10,20,20,20,20,10,0,5,5,5,2,4,3,4,4,2,23
51,1,2,31,0,1,24,2,35,10,20,20,10,5,0,4,6,5,5,5,5,5,4,2,23
51,1,2,32,0,0,27,4,50,0,50,0,0,0,0,5,6,7,6,7,5,5,3,2,23
51,1,2,33,0,1,30,2,30,20,30,10,0,10,0,7,5,9,1,9,2,3,1,2,23
51,1,2,34,0,0,21,4,30,5,30,15,15,5,0,3,3,4,2,2,2,3,3,2,23
51,1,2,35,0,1,25,2,20,23,23,22,7,5,1,8,8,6,6,7,6,7,5,2,23
51,1,2,36,1,1,26,2,20,25,20,15,15,5,1,5,2,6,2,5,4,5,6,2,23
51,1,2,37,0,1,27,2,10,10,30,25,10,15,1,7,4,7,7,6,8,6,2,1,23
51,1,2,38,0,0,23,1,50,10,20,10,10,0,0,8,7,9,8,8,3,7,1,1,23
51,1,2,39,0,0,24,3,20,20,20,15,15,10,0,3,1,8,1,9,NA,1,1,1,23
52,1,2,21,0,0,21,4,12,18,20,16,16,18,0,5,8,8,5,8,2,6,1,2,21
52,1,2,22,0,0,27,1,20,20,20,10,10,20,0,3,6,7,5,5,4,2,2,2,21
52,1,2,23,0,0,21,4,10,20,40,10,10,10,0,6,6,5,7,5,6,6,5,2,21
52,1,2,24,0,1,27,2,10,20,20,15,20,15,0,4,NA,NA,6,8,7,7,6,2,21
52,1,2,25,0,1,25,2,20,20,15,15,15,15,0,5,4,7,5,9,7,5,4,2,21
52,1,2,26,0,1,23,2,20,20,20,15,15,10,0,2,7,6,4,4,4,5,4,2,21
52,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,3,7,1,4,2,1,3,2,21
52,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
52,1,2,29,0,1,22,2,20,22,18,15,15,10,1,6,8,8,5,7,5,8,7,2,21
52,1,2,30,0,1,23,2,10,20,20,20,20,10,0,3,7,8,6,7,5,7,7,2,21
52,1,2,31,0,1,24,2,35,10,20,20,10,5,0,3,8,8,5,5,5,6,4,1,21
52,1,2,32,0,0,27,4,50,0,50,0,0,0,0,4,7,6,6,9,4,5,3,2,21
52,1,2,33,0,1,30,2,30,20,30,10,0,10,1,9,9,8,9,7,9,8,4,2,21
52,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,4,5,4,5,3,4,3,2,21
52,1,2,35,0,1,25,2,20,23,23,22,7,5,0,6,7,10,7,7,9,7,8,2,21
52,1,2,36,0,1,26,2,20,25,20,15,15,5,0,1,5,5,2,5,2,3,6,2,21
52,1,2,37,1,1,27,2,10,10,30,25,10,15,1,2,6,6,6,4,5,5,5,2,21
52,1,2,38,0,0,23,1,50,10,20,10,10,0,0,2,9,9,3,8,3,6,2,2,21
52,1,2,39,0,0,24,3,20,20,20,15,15,10,1,3,9,9,6,9,NA,6,2,2,21
53,1,2,21,0,0,21,4,12,18,20,16,16,18,0,6,8,7,7,7,2,6,1,2,28
53,1,2,22,0,0,27,1,20,20,20,10,10,20,1,7,7,8,6,7,8,8,5,2,28
53,1,2,23,0,0,21,4,10,20,40,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
53,1,2,24,0,1,27,2,10,20,20,15,20,15,1,8,NA,NA,7,8,8,8,7,2,28
53,1,2,25,0,1,25,2,20,20,15,15,15,15,0,7,8,9,7,8,5,7,7,2,28
53,1,2,26,0,1,23,2,20,20,20,15,15,10,0,6,8,8,6,7,5,6,6,2,28
53,1,2,27,0,0,22,3,17,10,18,20,25,10,0,6,4,8,3,8,2,3,3,2,28
53,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,1,6,6,7,5,6,7,8,5.5,2,28
53,1,2,29,0,1,22,2,20,22,18,15,15,10,1,9,8,8,5,7,NA,8,5,2,28
53,1,2,30,0,1,23,2,10,20,20,20,20,10,1,7,7,8,7,9,7,9,6,2,28
53,1,2,31,0,1,24,2,35,10,20,20,10,5,0,7,7,7,6,6,6,6.5,6,2,28
53,1,2,32,0,0,27,4,50,0,50,0,0,0,0,7,6,9,8,9,9,7,5,2,28
53,1,2,33,0,1,30,2,30,20,30,10,0,10,0,8,7,5,6,7,4,6,3,2,28
53,1,2,34,0,0,21,4,30,5,30,15,15,5,0,5,4,6,3,7,3,5,4,2,28
53,1,2,35,1,1,25,2,20,23,23,22,7,5,1,8,8,8,8,8,6,8,7,2,28
53,1,2,36,0,1,26,2,20,25,20,15,15,5,1,9,8,8,5,6,7,7,6,2,28
53,1,2,37,0,1,27,2,10,10,30,25,10,15,1,7,7,7,4,7,4,6,4,2,28
53,1,2,38,0,0,23,1,50,10,20,10,10,0,0,3,9,9,3,9,5,2,1,2,28
53,1,2,39,0,0,24,3,20,20,20,15,15,10,1,8,7,9,5,5,NA,7,5,2,28
54,1,2,21,0,0,21,4,12,18,20,16,16,18,0,6,8,7,6,8,2,6,1,2,28
54,1,2,22,0,0,27,1,20,20,20,10,10,20,0,4,5,5,4,5,4,4,2,2,28
54,1,2,23,0,0,21,4,10,20,40,10,10,10,0,6,7,6,6,5,5,6,4,2,28
54,1,2,24,0,1,27,2,10,20,20,15,20,15,0,6,8,NA,8,8,8,7,6,2,28
54,1,2,25,0,1,25,2,20,20,15,15,15,15,0,5,8,8,6,9,6,6,7,2,28
54,1,2,26,0,1,23,2,20,20,20,15,15,10,0,2,8,7,2,7,2,3,3,2,28
54,1,2,27,0,0,22,3,17,10,18,20,25,10,0,2,4,7,3,6,2,1,2,2,28
54,1,2,28,0,1,26,2,NA,NA,NA,NA,NA,NA,0,4,5,6.5,5,5,6,4,4,2,28
54,1,2,29,0,1,22,2,20,22,18,15,15,10,0,6,7,6,4,6,5,6,4,NA,28
54,1,2,30,0,1,23,2,10,20,20,20,20,10,0,3,5,8,4,7,6,6,5,2,28
54,1,2,31,0,1,24,2,35,10,20,20,10,5,0,4,5,6,4,5,5,5,5,2,28
54,1,2,32,0,0,27,4,50,0,50,0,0,0,0,7,6,9,8,9,9,7,5,2,28
54,1,2,33,0,1,30,2,30,20,30,10,0,10,0,5,6,5,5,6,8,5,2,2,28
54,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,6,6,5,7,3,5,4,NA,28
54,1,2,35,0,1,25,2,20,23,23,22,7,5,0,6,8,8,6,7,9,7,8,2,28
54,1,2,36,0,1,26,2,20,25,20,15,15,5,0,3,4,6,4,5,2,4,5,2,28
54,1,2,37,0,1,27,2,10,10,30,25,10,15,0,4,3,4,2,3,3,3,3,2,28
54,1,2,38,0,0,23,1,50,10,20,10,10,0,0,3,9,9,5,9,5,5,1,2,28
54,1,2,39,0,0,24,3,20,20,20,15,15,10,0,4,8,8,5,6,NA,5,3,NA,28
55,1,2,21,0,0,21,4,12,18,20,16,16,18,0,5,9,9,8,9,5,8,3,2,23
55,1,2,22,0,1,27,1,20,20,20,10,10,20,1,6,7,7,7,7,7,7,6,2,23
55,1,2,23,0,0,21,4,10,20,40,10,10,10,0,6,8,7,6,7,5,6,5,2,23
55,1,2,24,0,0,27,2,10,20,20,15,20,15,0,8,7,7,NA,NA,2,6,4,2,23
55,1,2,25,0,0,25,2,20,20,15,15,15,15,0,7,7,7,8,8,6,7,5,2,23
55,1,2,26,0,0,23,2,20,20,20,15,15,10,0,6,6,6,6,6,4,6,5,2,23
55,1,2,27,0,0,22,3,17,10,18,20,25,10,0,5,6,6,4,3,4,4,1,2,23
55,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,4,6,6,5,6,6,4,4,2,23
55,1,2,29,0,0,22,2,20,22,18,15,15,10,1,6,8,7,6,5,3,6,6,2,23
55,1,2,30,1,0,23,2,10,20,20,20,20,10,1,7,7,8,8,7,8,8,5,2,23
55,1,2,31,1,0,24,2,35,10,20,20,10,5,1,9,8,7,10,9,8,8.5,9,1,23
55,1,2,32,0,0,27,4,50,0,50,0,0,0,0,8,8,7,9,7,5,7,3,2,23
55,1,2,33,0,0,30,2,30,20,30,10,0,10,0,7,7,6,6,6,4,5,2,2,23
55,1,2,34,0,0,21,4,30,5,30,15,15,5,0,4,4,5,6,6,5,5,3,NA,23
55,1,2,35,0,0,25,2,20,23,23,22,7,5,0,6,8,8,8,8,6,8,8,2,23
55,1,2,36,0,0,26,2,20,25,20,15,15,5,0,5,6,8,6,8,4,5,5,2,23
55,1,2,37,0,0,27,2,10,10,30,25,10,15,1,5,7,6,7,4,5,4,4,2,23
55,1,2,38,1,1,23,1,50,10,20,10,10,0,1,8,8,8,8,9,8,9,6,1,23
55,1,2,39,0,0,24,3,20,20,20,15,15,10,0,6,7,8,10,7,NA,7,3,2,23
56,0,3,66,0,0,29,3,20,25,15,15,53,20,1,7,6,6,7,9,5,6,6,2,23
56,0,3,67,0,0,22,6,20,15,20,20,5,10,1,8,8,7,7,7,5,7,5,2,23
56,0,3,68,0,0,27,1,21,17,22,20,8,13,0,6,4,5,6,4,3,5,0,2,23
56,0,3,69,1,1,28,2,50,10,30,10,0,0,1,7,5,5,7,6,NA,6,4,2,23
56,0,3,70,1,1,26,2,25,10,20,20,15,10,1,8,6,7,7,7,5,8,3,2,23
56,0,3,71,0,1,21,2,60,15,0,15,0,10,1,9,8,8,10,9,6,8,1,2,23
56,0,3,72,0,1,22,2,21,20,19,20,10,10,1,7,8,7,5,7,5,6,7,2,23
56,0,3,73,0,1,22,2,30,10,20,30,0,10,0,7,7,6,5,4,5,5,5,2,23
